show,season,episode,air_date,title,rating,votes,episode_number,last_episode_number
Parks and Recreation,7,2,2015-01-13,Ron & Jammy,8.3,1438,114,15
Parks and Recreation,7,3,2015-01-20,William Henry Harrison,7.5,1326,115,16
Parks and Recreation,7,4,2015-01-20,Leslie and Ron,9.6,3014,116,17
Parks and Recreation,7,5,2015-01-27,Gryzzlbox,8.3,1317,117,18
Parks and Recreation,7,6,2015-01-27,Save JJ's,8.2,1282,118,19
Parks and Recreation,7,7,2015-02-03,Donna and Joe,8.5,1342,119,20
Parks and Recreation,7,8,2015-02-03,Ms. Ludgate-Dwyer Goes to Washington,8.2,1297,120,21
Parks and Recreation,7,9,2015-02-10,Pie-Mary,8.5,1372,121,22
Parks and Recreation,7,10,2015-02-10,The Johnny Karate Super Awesome Musical Explosion Show,8.5,1802,122,23
Parks and Recreation,7,11,2015-02-17,Two Funerals,8.6,1361,123,24
Parks and Recreation,7,12,2015-02-24,One Last Ride,9.6,3741,124,25
Mad Men,6,3,2013-04-14,Collaborators,7.9,1555,68,1
Mad Men,6,4,2013-04-21,To Have and to Hold,8.1,1531,69,2
Mad Men,6,5,2013-04-28,The Flood,8.3,1607,70,3
Mad Men,6,6,2013-05-05,For Immediate Release,8.9,1839,71,4
Mad Men,6,7,2013-05-12,Man with a Plan,8,1514,72,5
Mad Men,6,8,2013-05-19,The Crash,8.7,1946,73,6
Mad Men,6,9,2013-05-26,The Better Half,8.4,1587,74,7
Mad Men,6,10,2013-06-02,A Tale of Two Cities,8.1,1460,75,8
Mad Men,6,11,2013-06-09,Favors,8.7,1643,76,9
Mad Men,6,12,2013-06-16,The Quality of Mercy,8.5,1493,77,10
Mad Men,6,13,2013-06-23,In Care Of,9.2,1952,78,11
Mad Men,7,1,2014-04-13,Time Zones,8,1721,79,12
Mad Men,7,2,2014-04-20,A Day's Work,8.4,1602,80,13
Mad Men,7,3,2014-04-27,Field Trip,8.6,1651,81,14
Mad Men,7,4,2014-05-04,The Monolith,8.5,1544,82,15
Mad Men,7,5,2014-05-11,The Runaways,8.5,1600,83,16
Mad Men,7,6,2014-05-18,The Strategy,9,1822,84,17
Mad Men,7,7,2014-05-25,Waterloo,9.5,2656,85,18
Mad Men,7,8,2015-04-05,Severance,8.2,1707,86,19
Mad Men,7,9,2015-04-12,New Business,7.9,1560,87,20
Mad Men,7,10,2015-04-19,The Forecast,8.4,1583,88,21
Mad Men,7,11,2015-04-26,Time & Life,9,1696,89,22
Mad Men,7,12,2015-05-03,Lost Horizon,9,1821,90,23
Mad Men,7,13,2015-05-10,The Milk and Honey Route,9.2,1991,91,24
Mad Men,7,14,2015-05-17,Person to Person,9.3,3413,92,25
Sons of Anarchy,6,2,2013-09-17,One One Six,7.9,1568,68,1
Sons of Anarchy,6,3,2013-09-24,Poenitentia,8.1,1502,69,2
Sons of Anarchy,6,4,2013-10-01,Wolfsangel,9.2,1917,70,3
Sons of Anarchy,6,5,2013-10-08,The Mad King,8.8,1689,71,4
Sons of Anarchy,6,6,2013-10-15,Salvage,8.6,1597,72,5
Sons of Anarchy,6,7,2013-10-22,Sweet and Vaded,8.2,1568,73,6
Sons of Anarchy,6,8,2013-10-29,Los Fantasmas,8,1421,74,7
Sons of Anarchy,6,9,2013-11-05,John 8:32,8.8,1577,75,8
Sons of Anarchy,6,10,2013-11-12,Huang Wu,8.3,1431,76,9
Sons of Anarchy,6,11,2013-11-19,Aon Rud Persanta,9.4,2220,77,10
Sons of Anarchy,6,12,2013-12-03,You Are My Sunshine,8.9,1637,78,11
Sons of Anarchy,6,13,2013-12-10,A Mother's Work,9.5,3620,79,12
Sons of Anarchy,7,1,2014-09-09,Black Widower,8.3,2222,80,13
Sons of Anarchy,7,2,2014-09-16,Toil and Till,8.2,1732,81,14
Sons of Anarchy,7,3,2014-09-23,Playing with Monsters,8,1667,82,15
Sons of Anarchy,7,4,2014-09-30,Poor Little Lambs,8.7,1861,83,16
Sons of Anarchy,7,5,2014-10-07,Some Strange Eruption,8.7,1666,84,17
Sons of Anarchy,7,6,2014-10-14,Smoke 'em If You Got 'em,8.2,1557,85,18
Sons of Anarchy,7,7,2014-10-21,Greensleeves,8.5,1678,86,19
Sons of Anarchy,7,8,2014-10-28,The Separation of Crows,8.1,1555,87,20
Sons of Anarchy,7,9,2014-11-04,What a Piece of Work Is Man,8.6,1673,88,21
Sons of Anarchy,7,10,2014-11-11,Faith and Despondency,9.2,2429,89,22
Sons of Anarchy,7,11,2014-11-18,Suits of Woe,9.5,2935,90,23
Sons of Anarchy,7,12,2014-12-02,Red Rose,9.4,2991,91,24
Sons of Anarchy,7,13,2014-12-09,Papa's Goods,9.5,5337,92,25
Daredevil,2,2,2016-03-18,Dogs to a Gunfight,8.8,6815,15,1
Daredevil,2,3,2016-03-18,New York's Finest,9.5,8747,16,2
Daredevil,2,4,2016-03-18,Penny and Dime,9.5,8332,17,3
Daredevil,2,5,2016-03-18,Kinbaku,8.4,6223,18,4
Daredevil,2,6,2016-03-18,Regrets Only,8.7,5901,19,5
Daredevil,2,7,2016-03-18,Semper Fidelis,8.7,5804,20,6
Daredevil,2,8,2016-03-18,Guilty as Sin,9.1,6114,21,7
Daredevil,2,9,2016-03-18,Seven Minutes in Heaven,9.5,7310,22,8
Daredevil,2,10,2016-03-18,The Man in the Box,9.1,5943,23,9
Daredevil,2,11,2016-03-18,.380,8.8,5696,24,10
Daredevil,2,12,2016-03-18,The Dark at the End of the Tunnel,9,5883,25,11
Daredevil,2,13,2016-03-18,A Cold Day in Hell's Kitchen,9.3,7394,26,12
Daredevil,3,1,2018-10-19,Resurrection,8.4,5189,27,13
Daredevil,3,2,2018-10-19,Please,8.7,4723,28,14
Daredevil,3,3,2018-10-19,No Good Deed,8.6,4582,29,15
Daredevil,3,4,2018-10-19,Blindsided,9.6,6796,30,16
Daredevil,3,5,2018-10-19,The Perfect Game,9,4615,31,17
Daredevil,3,6,2018-10-19,The Devil You Know,9.6,5890,32,18
Daredevil,3,7,2018-10-19,Aftermath,8.9,4322,33,19
Daredevil,3,8,2018-10-19,Upstairs/Downstairs,9.1,4489,34,20
Daredevil,3,9,2018-10-19,Revelations,9.2,4499,35,21
Daredevil,3,10,2018-10-19,Karen,8.8,4888,36,22
Daredevil,3,11,2018-10-19,Reunion,9.2,4382,37,23
Daredevil,3,12,2018-10-19,One Last Shot,9.4,4541,38,24
Daredevil,3,13,2018-10-19,A New Napkin,9.6,6253,39,25
Dexter,6,12,2011-12-18,This Is the Way the World Ends,9.2,5103,72,1
Dexter,7,1,2012-09-30,Are You...?,9.5,7529,73,2
Dexter,7,2,2012-10-07,Sunshine and Frosty Swirl,8.8,3927,74,3
Dexter,7,3,2012-10-14,Buck the System,8.7,3553,75,4
Dexter,7,4,2012-10-21,Run,8.9,3667,76,5
Dexter,7,5,2012-10-28,Swim Deep,8.6,3284,77,6
Dexter,7,6,2012-11-04,Do the Wrong Thing,8.3,3333,78,7
Dexter,7,7,2012-11-11,Chemistry,8.5,3295,79,8
Dexter,7,8,2012-11-18,Argentina,8.9,3908,80,9
Dexter,7,9,2012-11-25,Helter Skelter,8.6,3266,81,10
Dexter,7,10,2012-12-02,The Dark...Whatever,8.5,3148,82,11
Dexter,7,11,2012-12-09,Do You See What I See?,9,3502,83,12
Dexter,7,12,2012-12-16,"Surprise, Motherf**ker!",9.3,5357,84,13
Dexter,8,1,2013-06-30,A Beautiful Day,8.6,4782,85,14
Dexter,8,2,2013-07-07,Every Silver Lining...,8.1,3461,86,15
Dexter,8,3,2013-07-14,What's Eating Dexter Morgan?,8.1,3326,87,16
Dexter,8,4,2013-07-21,Scar Tissue,8.1,3346,88,17
Dexter,8,5,2013-07-28,This Little Piggy,7.9,3222,89,18
Dexter,8,6,2013-08-04,A Little Reflection,7.8,3241,90,19
Dexter,8,7,2013-08-11,Dress Code,7.6,3343,91,20
Dexter,8,8,2013-08-18,Are We There Yet?,8.1,3607,92,21
Dexter,8,9,2013-08-25,Make Your Own Kind of Music,7.4,3535,93,22
Dexter,8,10,2013-09-08,Goodbye Miami,6.9,3981,94,23
Dexter,8,11,2013-09-15,Monkey in a Box,7.2,4253,95,24
Dexter,8,12,2013-09-22,Remember the Monsters?,4.6,17223,96,25
Friday Night Lights,4,2,2009-11-04,After the Fall,8.3,287,52,1
Friday Night Lights,4,3,2009-11-11,In the Skin of a Lion,8.2,283,53,2
Friday Night Lights,4,4,2009-11-20,A Sort of Homecoming,8.6,300,54,3
Friday Night Lights,4,5,2009-12-02,The Son,9.6,735,55,4
Friday Night Lights,4,6,2009-12-09,Stay,8.5,307,56,5
Friday Night Lights,4,7,2009-12-16,In the Bag,8.2,278,57,6
Friday Night Lights,4,8,2010-01-06,Toilet Bowl,8.3,279,58,7
Friday Night Lights,4,9,2010-01-13,The Lights in Carroll Park,8.2,276,59,8
Friday Night Lights,4,10,2010-01-20,I Can't,8.2,277,60,9
Friday Night Lights,4,11,2010-01-27,Injury List,8.2,277,61,10
Friday Night Lights,4,12,2010-02-03,Laboring,8.8,283,62,11
Friday Night Lights,4,13,2010-02-10,Thanksgiving,9.2,354,63,12
Friday Night Lights,5,1,2010-10-27,Expectations,8.1,280,64,13
Friday Night Lights,5,2,2010-11-03,On the Outside Looking In,8.1,264,65,14
Friday Night Lights,5,3,2010-11-10,The Right Hand of the Father,8.5,283,66,15
Friday Night Lights,5,4,2010-11-17,Keep Looking,8.4,258,67,16
Friday Night Lights,5,5,2010-12-01,Kingdom,8.8,291,68,17
Friday Night Lights,5,6,2010-12-08,Swerve,8.2,262,69,18
Friday Night Lights,5,7,2010-12-15,Perfect Record,8.5,257,70,19
Friday Night Lights,5,8,2011-01-05,Fracture,8.1,273,71,20
Friday Night Lights,5,9,2011-01-12,Gut Check,8.5,261,72,21
Friday Night Lights,5,10,2011-01-19,Don't Go,8.7,273,73,22
Friday Night Lights,5,11,2011-01-26,The March,8.7,273,74,23
Friday Night Lights,5,12,2011-02-02,Texas Whatever,9,317,75,24
Friday Night Lights,5,13,2011-02-09,Always,9.7,864,76,25
The Shield,5,11,2006-03-21,Postpartum,9.1,1183,65,1
The Shield,6,1,NA,Wins and Losses,7.8,546,66,2
The Shield,6,2,2007-04-03,On the Jones,8.4,828,67,3
The Shield,6,3,2007-04-10,Baptism by Fire,8.5,744,68,4
The Shield,6,4,2007-04-17,Back to One,8.4,791,69,5
The Shield,6,5,2007-04-24,The New Guy,8,687,70,6
The Shield,6,6,2007-05-01,Haunts,8,740,71,7
The Shield,6,7,2007-05-08,Chasing Ghosts,8.6,735,72,8
The Shield,6,8,2007-05-15,Exiled,7.9,637,73,9
The Shield,6,9,2007-05-22,The Math of the Wrath,7.9,759,74,10
The Shield,6,10,2007-05-29,Recoil,8,652,75,11
The Shield,6,11,2007-06-05,Spanish Practices,8.7,748,76,12
The Shield,7,1,2008-09-02,Coefficient of Drag,8.6,709,77,13
The Shield,7,2,2008-09-09,Snitch,7.9,632,78,14
The Shield,7,3,2008-09-16,Money Shot,8,620,79,15
The Shield,7,4,2008-09-23,Genocide,8.1,624,80,16
The Shield,7,5,2008-09-30,Game Face,8,624,81,17
The Shield,7,6,2008-10-07,Animal Control,8.8,692,82,18
The Shield,7,7,2008-10-14,Bitches Brew,7.7,632,83,19
The Shield,7,8,2008-10-21,Parricide,8.9,748,84,20
The Shield,7,9,2008-10-28,Moving Day,8.3,643,85,21
The Shield,7,10,2008-11-04,Party Line,8.4,654,86,22
The Shield,7,11,2008-11-11,Petty Cash,8.3,669,87,23
The Shield,7,12,2008-11-18,Possible Kill Screen,9.3,914,88,24
The Shield,7,13,2008-11-25,Family Meeting,9.6,1737,89,25
Oz,4,8,2000-08-30,You Bet Your Life,8.9,792,32,1
Oz,4,9,2001-01-07,Medium Rare,8.4,679,33,2
Oz,4,10,2001-01-14,Conversions,8.5,701,34,3
Oz,4,11,2001-01-21,Revenge Is Sweet,8.8,770,35,4
Oz,4,12,2001-01-28,Cuts Like a Knife,8.7,694,36,5
Oz,4,13,2001-02-04,Blizzard of '01,8.4,643,37,6
Oz,4,14,2001-02-11,Orpheus Descending,8.5,654,38,7
Oz,4,15,2001-02-18,Even the Score,8.3,645,39,8
Oz,4,16,2001-02-25,Famous Last Words,8.8,700,40,9
Oz,5,1,2002-01-06,Visitation,8.4,685,41,10
Oz,5,2,2002-01-13,Laws of Gravity,8.3,621,42,11
Oz,5,3,2002-01-20,Dream a Little Dream of Me,8.4,629,43,12
Oz,5,4,2002-01-27,"Next Stop, Valhalla",8.5,637,44,13
Oz,5,5,2002-02-03,Wheel of Fortune,8.6,633,45,14
Oz,5,6,2002-02-10,Variety,8.8,697,46,15
Oz,5,7,2002-02-17,Good Intentions,8.4,622,47,16
Oz,5,8,2002-02-24,Impotence,8.6,648,48,17
Oz,6,1,2003-01-05,Dead Man Talking,8.2,641,49,18
Oz,6,2,2003-01-12,"See No Evil, Hear No Evil, Smell No Evil",8.5,640,50,19
Oz,6,3,2003-01-19,Sonata da Oz,8.7,662,51,20
Oz,6,4,2003-01-26,A Failure to Communicate,8.3,626,52,21
Oz,6,5,2003-02-02,4giveness,8.4,636,53,22
Oz,6,6,2003-02-09,A Day in the Death...,8.9,775,54,23
Oz,6,7,2003-02-16,Junkyard Dawgs,8.6,633,55,24
Oz,6,8,2003-02-23,Exeunt Omnes,8.8,894,56,25
BoJack Horseman,5,4,2018-09-14,BoJack the Feminist,8.2,2103,53,1
BoJack Horseman,5,5,2018-09-14,The Amelia Earhart Story,8.5,2223,54,2
BoJack Horseman,5,6,2018-09-14,Free Churro,9.8,10078,55,3
BoJack Horseman,5,7,2018-09-14,INT. SUB,8.9,2500,56,4
BoJack Horseman,5,8,2018-09-14,Mr. Peanutbutter's Boos,8.5,2108,57,5
BoJack Horseman,5,9,2018-09-14,Ancient History,8.3,1915,58,6
BoJack Horseman,5,10,2018-09-14,Head in the Clouds,9,2223,59,7
BoJack Horseman,5,11,2018-09-14,The Showstopper,9.6,3543,60,8
BoJack Horseman,5,12,2018-09-14,The Stopped Show,9.1,2325,61,9
BoJack Horseman,6,1,2019-10-25,A Horse Walks into a Rehab,9.1,2278,62,10
BoJack Horseman,6,2,2019-10-25,The New Client,8.6,1990,63,11
BoJack Horseman,6,3,2019-10-25,Feel-Good Story,8.2,1834,64,12
BoJack Horseman,6,4,2019-10-25,Surprise!,9,2121,65,13
BoJack Horseman,6,5,2019-10-25,"A Little Uneven, Is All",8.1,1651,66,14
BoJack Horseman,6,6,2019-10-25,The Kidney Stays in the Picture,8.3,1680,67,15
BoJack Horseman,6,7,2019-10-25,The Face of Depression,9.4,2534,68,16
BoJack Horseman,6,8,2019-10-25,"A Quick One, While He's Away",8.7,1868,69,17
BoJack Horseman,6,9,2020-01-31,Intermediate Scene Study w/ BoJack Horseman,8.3,1693,70,18
BoJack Horseman,6,10,2020-01-31,Good Damage,9,1919,71,19
BoJack Horseman,6,11,2020-01-31,Sunk Cost and All That,8.7,1634,72,20
BoJack Horseman,6,12,2020-01-31,Xerox of a Xerox,9.2,1920,73,21
BoJack Horseman,6,13,2020-01-31,The Horny Unicorn,8.7,1635,74,22
BoJack Horseman,6,14,2020-01-31,Angela,9,1822,75,23
BoJack Horseman,6,15,2020-01-31,The View from Halfway Down,9.9,9223,76,24
BoJack Horseman,6,16,2020-01-31,Nice While It Lasted,9.6,3724,77,25
Six Feet Under,3,13,2003-06-01,"I'm Sorry, I'm Lost",9.2,1271,39,1
Six Feet Under,4,1,2004-06-13,Falling into Place,9,1227,40,2
Six Feet Under,4,2,2004-06-20,In Case of Rapture,8,933,41,3
Six Feet Under,4,3,2004-06-27,Parallel Play,8.2,979,42,4
Six Feet Under,4,4,2004-07-11,Can I Come Up Now?,8,915,43,5
Six Feet Under,4,5,2004-07-18,That's My Dog,9,1615,44,6
Six Feet Under,4,6,2004-07-25,Terror Starts at Home,8.5,996,45,7
Six Feet Under,4,7,2004-08-01,The Dare,8.1,914,46,8
Six Feet Under,4,8,2004-08-08,Coming and Going,8.1,903,47,9
Six Feet Under,4,9,2004-08-15,Grinding the Corn,7.9,911,48,10
Six Feet Under,4,10,2004-08-22,The Black Forest,7.9,893,49,11
Six Feet Under,4,11,2004-08-29,Bomb Shelter,8.2,910,50,12
Six Feet Under,4,12,2004-09-12,Untitled,9.1,1228,51,13
Six Feet Under,5,1,2005-06-06,A Coat of White Primer,8.5,1023,52,14
Six Feet Under,5,2,2005-06-13,Dancing for Me,8.1,968,53,15
Six Feet Under,5,3,2005-06-20,Hold My Hand,8.4,950,54,16
Six Feet Under,5,4,2005-06-27,Time Flies,8.8,1019,55,17
Six Feet Under,5,5,2005-07-04,Eat a Peach,8.3,916,56,18
Six Feet Under,5,6,2005-07-10,The Rainbow of Her Reasons,8.6,1024,57,19
Six Feet Under,5,7,2005-07-17,The Silence,8.2,932,58,20
Six Feet Under,5,8,2005-07-24,Singing for Our Lives,8.8,1048,59,21
Six Feet Under,5,9,2005-07-31,Ecotone,9.5,1599,60,22
Six Feet Under,5,10,2005-08-07,All Alone,9.6,1903,61,23
Six Feet Under,5,11,2005-08-14,Static,9.1,1322,62,24
Six Feet Under,5,12,2005-08-21,Everyone's Waiting,9.9,7414,63,25
Battlestar Galactica,3,17,2007-03-04,Maelstrom,8,1499,50,1
Battlestar Galactica,3,18,2007-03-11,The Son Also Rises,7.7,1315,51,2
Battlestar Galactica,3,19,2007-03-18,Crossroads: Part 1,8.4,1429,52,3
Battlestar Galactica,3,20,2007-03-25,Crossroads: Part 2,9.3,2306,53,4
Battlestar Galactica,4,1,2008-04-04,He That Believeth in Me,8.5,1471,54,5
Battlestar Galactica,4,2,2008-04-11,Six of One,8.1,1233,55,6
Battlestar Galactica,4,3,2008-04-18,The Ties That Bind,8.1,1233,56,7
Battlestar Galactica,4,4,2008-04-25,Escape Velocity,7.6,1181,57,8
Battlestar Galactica,4,5,2008-05-02,The Road Less Traveled,7.6,1143,58,9
Battlestar Galactica,4,6,2008-05-09,Faith,8.1,1208,59,10
Battlestar Galactica,4,7,2008-05-16,Guess What's Coming to Dinner,8.7,1292,60,11
Battlestar Galactica,4,8,2008-05-27,Sine Qua Non,7.8,1155,61,12
Battlestar Galactica,4,9,2008-06-06,The Hub,8.7,1252,62,13
Battlestar Galactica,4,10,2008-06-13,Revelations,9.3,1613,63,14
Battlestar Galactica,4,11,2009-01-16,Sometimes a Great Notion,8.8,1438,64,15
Battlestar Galactica,4,12,2009-01-23,A Disquiet Follows My Soul,7.9,1181,65,16
Battlestar Galactica,4,13,2009-01-30,The Oath,9.1,1518,66,17
Battlestar Galactica,4,14,2009-02-06,Blood on the Scales,9.2,1648,67,18
Battlestar Galactica,4,15,2009-02-13,No Exit,8.5,1277,68,19
Battlestar Galactica,4,16,2009-02-20,Deadlock,7.6,1158,69,20
Battlestar Galactica,4,17,2009-02-27,Someone to Watch Over Me,8.3,1344,70,21
Battlestar Galactica,4,18,2009-03-06,Islanded in a Stream of Stars,7.9,1131,71,22
Battlestar Galactica,4,19,2009-03-13,Daybreak: Part 1,8.5,1454,72,23
Battlestar Galactica,4,20,2009-03-20,Daybreak: Part 2,9,2623,73,24
Battlestar Galactica,4,21,2009-03-25,Daybreak: Part 3,8.8,57,74,25
House M.D.,7,21,2011-05-09,The Fix,7.9,1407,152,1
House M.D.,7,22,2011-05-16,After Hours,9.2,2300,153,2
House M.D.,7,23,2011-05-23,Moving On,8.5,2133,154,3
House M.D.,8,1,2011-10-03,Twenty Vicodin,8.8,2469,155,4
House M.D.,8,2,2011-10-10,Transplant,8.3,1705,156,5
House M.D.,8,3,2011-10-17,Charity Case,8.2,1648,157,6
House M.D.,8,4,2011-10-31,Risky Business,8,1507,158,7
House M.D.,8,5,2011-11-07,The Confession,8.5,1580,159,8
House M.D.,8,6,2011-11-14,Parents,8,1405,160,9
House M.D.,8,7,2011-11-21,Dead & Buried,8.3,1484,161,10
House M.D.,8,8,2011-11-28,Perils of Paranoia,8,1443,162,11
House M.D.,8,9,2012-01-23,Better Half,8.1,1472,163,12
House M.D.,8,10,2012-01-30,Runaways,7.8,1424,164,13
House M.D.,8,11,2012-02-06,Nobody's Fault,9.2,2360,165,14
House M.D.,8,12,2012-02-13,Chase,8.8,2002,166,15
House M.D.,8,13,2012-02-20,Man of the House,8,1407,167,16
House M.D.,8,14,2012-02-27,Love Is Blind,8,1474,168,17
House M.D.,8,15,2012-04-02,Blowing the Whistle,7.5,1414,169,18
House M.D.,8,16,2012-04-09,Gut Check,7.7,1401,170,19
House M.D.,8,17,2012-04-16,We Need the Eggs,8,1418,171,20
House M.D.,8,18,2012-04-23,Body and Soul,8.1,1516,172,21
House M.D.,8,19,2012-04-30,The C Word,9,2203,173,22
House M.D.,8,20,2012-05-07,Post Mortem,8.8,1696,174,23
House M.D.,8,21,2012-05-14,Holding On,9,2049,175,24
House M.D.,8,22,2012-05-21,Everybody Dies,9.3,4746,176,25
The West Wing,6,20,2005-03-23,In God We Trust,8.2,381,131,1
The West Wing,6,21,2005-03-30,Things Fall Apart,8.1,355,132,2
The West Wing,6,22,2005-04-06,2162 Votes,8.9,459,133,3
The West Wing,7,1,2005-09-25,The Ticket,7.9,411,134,4
The West Wing,7,2,2005-10-02,The Mommy Problem,7.8,388,135,5
The West Wing,7,3,2005-10-09,Message of the Week,7.8,360,136,6
The West Wing,7,4,2005-10-16,Mr. Frost,7.9,367,137,7
The West Wing,7,5,2005-10-23,Here Today,8.5,409,138,8
The West Wing,7,6,2005-10-30,The Al Smith Dinner,8,367,139,9
The West Wing,7,7,2005-11-06,The Debate,8.8,597,140,10
The West Wing,7,8,2005-12-04,Undecideds,8,374,141,11
The West Wing,7,9,2005-12-11,The Wedding,7.9,365,142,12
The West Wing,7,10,2006-01-08,Running Mates,8.2,367,143,13
The West Wing,7,11,2006-01-15,Internal Displacement,8,369,144,14
The West Wing,7,12,2006-01-22,Duck and Cover,8.5,373,145,15
The West Wing,7,13,2006-03-12,The Cold,8.2,383,146,16
The West Wing,7,14,2006-03-19,Two Weeks Out,8,350,147,17
The West Wing,7,15,2006-03-26,Welcome to Wherever You Are,7.8,365,148,18
The West Wing,7,16,2006-04-02,Election Day: Part 1,8.6,418,149,19
The West Wing,7,17,2006-04-09,Election Day: Part 2,9.1,486,150,20
The West Wing,7,18,2006-04-16,Requiem,8.9,508,151,21
The West Wing,7,19,2006-04-23,Transition,8.5,381,152,22
The West Wing,7,20,2006-04-30,The Last Hurrah,8.3,383,153,23
The West Wing,7,21,2006-05-07,Institutional Memory,8.6,383,154,24
The West Wing,7,22,2006-05-14,Tomorrow,9,654,155,25
Freaks and Geeks,1,1,1999-09-25,Pilot,8.7,1963,1,1
Freaks and Geeks,1,2,1999-10-02,Beers and Weirs,8.7,1622,2,2
Freaks and Geeks,1,3,1999-10-30,Tricks and Treats,8.4,1484,3,3
Freaks and Geeks,1,4,2000-04-30,Kim Kelly Is My Friend,8.6,1461,4,4
Freaks and Geeks,1,5,1999-11-06,Tests and Breasts,8.8,1423,5,5
Freaks and Geeks,1,6,1999-11-13,I'm with the Band,8.6,1369,6,6
Freaks and Geeks,1,7,2000-01-10,Carded and Discarded,8.7,1372,7,7
Freaks and Geeks,1,8,2000-01-17,Girlfriends and Boyfriends,8.4,1263,8,8
Freaks and Geeks,1,9,2000-01-24,We've Got Spirit,8.5,1276,9,9
Freaks and Geeks,1,10,2000-01-31,The Diary,8.7,1217,10,10
Freaks and Geeks,1,11,2000-02-07,Looks and Books,9,1290,11,11
Freaks and Geeks,1,12,2000-03-13,The Garage Door,8.9,1278,12,12
Freaks and Geeks,1,13,2000-03-20,Chokin' and Tokin',9.1,1391,13,13
Freaks and Geeks,1,14,2000-10-10,Dead Dogs and Gym Teachers,8.9,1265,14,14
