show,season,episode,air_date,title,rating,votes,episode_number,last_episode_number
Freaks and Geeks,1,15,2000-10-17,Noshing and Moshing,8.8,1255,15,15
Freaks and Geeks,1,16,2000-07-08,Smooching and Mooching,9.3,1366,16,16
Freaks and Geeks,1,17,2000-07-08,The Little Things,9,1253,17,17
Freaks and Geeks,1,18,2000-07-08,Discos and Dragons,9.3,1580,18,18
Seinfeld,8,20,1997-05-01,The Millennium,8.2,1549,148,1
Seinfeld,8,21,1997-05-08,The Muffin Tops,8.5,1723,149,2
Seinfeld,8,22,1997-05-15,The Summer of George,8.6,1728,150,3
Seinfeld,9,1,1997-09-25,The Butter Shave,8.5,1759,151,4
Seinfeld,9,2,1997-10-02,The Voice,8.4,1774,152,5
Seinfeld,9,3,1997-10-09,The Serenity Now,8.9,2351,153,6
Seinfeld,9,4,1997-10-16,The Blood,8.4,1607,154,7
Seinfeld,9,5,1997-10-30,The Junk Mail,8.1,1554,155,8
Seinfeld,9,6,1997-11-06,The Merv Griffin Show,9.2,2624,156,9
Seinfeld,9,7,1997-11-13,The Slicer,8.6,1620,157,10
Seinfeld,9,8,1997-11-20,The Betrayal,8.9,2690,158,11
Seinfeld,9,9,1997-12-11,The Apology,8.3,1581,159,12
Seinfeld,9,10,1997-12-18,The Strike,8.8,2285,160,13
Seinfeld,9,11,1998-01-08,The Dealership,8.6,1728,161,14
Seinfeld,9,12,1998-01-15,The Reverse Peephole,8.3,1604,162,15
Seinfeld,9,13,1998-01-29,The Cartoon,7.9,1580,163,16
Seinfeld,9,14,1998-02-05,The Strongbox,7.9,1560,164,17
Seinfeld,9,15,1998-02-26,The Wizard,8,1488,165,18
Seinfeld,9,16,1998-03-19,The Burning,8.4,1885,166,19
Seinfeld,9,17,1998-04-09,The Bookstore,8.3,1527,167,20
Seinfeld,9,18,1998-04-23,The Frogger,8.9,2178,168,21
Seinfeld,9,19,1998-04-30,The Maid,8.2,1516,169,22
Seinfeld,9,20,1998-05-07,The Puerto Rican Day,8,1639,170,23
Seinfeld,9,21,1998-05-14,The Chronicle,7.7,1454,171,24
Seinfeld,9,22,1998-05-14,The Finale,7.5,2689,172,25
Arrested Development,4,7,2013-05-26,Colony Collapse,8.4,1387,60,1
Arrested Development,4,8,2013-05-26,Red Hairing,7.7,1195,61,2
Arrested Development,4,9,2013-05-26,Smashed,7.8,1174,62,3
Arrested Development,4,10,2013-05-26,Queen B.,7.8,1167,63,4
Arrested Development,4,11,2013-05-26,A New Attitude,8.6,1290,64,5
Arrested Development,4,12,2013-05-26,Señoritis,8.3,1155,65,6
Arrested Development,4,13,2013-05-26,It Gets Better,8.3,1165,66,7
Arrested Development,4,14,2013-05-26,Off the Hook,8.2,1171,67,8
Arrested Development,4,15,2013-05-26,Blockheads,8.2,1213,68,9
Arrested Development,5,1,2018-05-29,Family Leave,7.1,904,69,10
Arrested Development,5,2,2018-05-29,Self-Deportation,7.3,785,70,11
Arrested Development,5,3,2018-05-29,Everyone Gets Atrophy,7.6,747,71,12
Arrested Development,5,4,2018-05-29,An Old Start,7.6,715,72,13
Arrested Development,5,5,2018-05-29,Sinking Feelings,7.5,703,73,14
Arrested Development,5,6,2018-05-29,Emotional Baggage,7.8,690,74,15
Arrested Development,5,7,2018-05-29,Rom-Traum,7.7,677,75,16
Arrested Development,5,8,2018-05-29,Premature Independence,7.6,690,76,17
Arrested Development,5,9,2019-03-15,Unexpected Company,7.1,538,77,18
Arrested Development,5,10,2019-03-15,Taste Makers,7.2,496,78,19
Arrested Development,5,11,2019-03-15,Chain Migration,6.9,466,79,20
Arrested Development,5,12,2019-03-15,Check Mates,7.7,480,80,21
Arrested Development,5,13,2019-03-15,The Untethered Sole,7.1,463,81,22
Arrested Development,5,14,2019-03-15,Saving for Arraignment Day,6.8,458,82,23
Arrested Development,5,15,2019-03-15,Courting Disasters,7.4,453,83,24
Arrested Development,5,16,2019-03-15,The Fallout,8,571,84,25
Narcos,1,6,2015-08-28,Explosivos,9.1,5011,6,1
Narcos,1,7,2015-08-28,You Will Cry Tears of Blood,8.6,4340,7,2
Narcos,1,8,2015-08-28,La Gran Mentira,9,4667,8,3
Narcos,1,9,2015-08-28,La Catedral,8.7,4255,9,4
Narcos,1,10,2015-08-28,Despegue,8.9,4641,10,5
Narcos,2,1,2016-09-02,Free at Last,8.5,4012,11,6
Narcos,2,2,2016-09-02,Cambalache,8.6,3792,12,7
Narcos,2,3,2016-09-02,Our Man in Madrid,8.7,3663,13,8
Narcos,2,4,2016-09-02,"The Good, the Bad, and the Dead",9.4,4847,14,9
Narcos,2,5,2016-09-02,The Enemies of My Enemy,8.6,3482,15,10
Narcos,2,6,2016-09-02,Los Pepes,9.2,4132,16,11
Narcos,2,7,2016-09-02,Deutschland 93,8.7,3598,17,12
Narcos,2,8,2016-09-02,Exit El Patrón,8.8,3571,18,13
Narcos,2,9,2016-09-02,Nuestra Finca,8.6,3523,19,14
Narcos,2,10,2016-09-02,Al Fin Cayó!,9.5,5814,20,15
Narcos,3,1,2017-09-01,The Kingpin Strategy,8,3589,21,16
Narcos,3,2,2017-09-01,The Cali KGB,8.1,2957,22,17
Narcos,3,3,2017-09-01,Follow the Money,8.1,2892,23,18
Narcos,3,4,2017-09-01,Checkmate,9,3116,24,19
Narcos,3,5,2017-09-01,MRO,8.5,2817,25,20
Narcos,3,6,2017-09-01,Best Laid Plans,8.9,2919,26,21
Narcos,3,7,2017-09-01,Sin Salida,9,2964,27,22
Narcos,3,8,2017-09-01,Convivir,8.8,2850,28,23
Narcos,3,9,2017-09-01,Todos Los Hombres del Presidente,9.4,3519,29,24
Narcos,3,10,2017-09-01,Going Back to Cali,9.2,3353,30,25
The Office,8,23,2012-05-03,Turf War,7.6,1974,164,1
The Office,8,24,2012-05-10,Free Family Portrait Studio,7.7,2066,165,2
The Office,9,1,2012-09-20,New Guys,7.6,2228,166,3
The Office,9,2,2012-09-27,Roy's Wedding,7.1,2121,167,4
The Office,9,3,2012-10-04,Andy's Ancestry,7.3,2091,168,5
The Office,9,4,2012-10-18,Work Bus,7.8,2226,169,6
The Office,9,5,2012-10-25,Here Comes Treble,7,2174,170,7
The Office,9,6,2012-11-08,The Boat,7.7,2110,171,8
The Office,9,7,2012-11-15,The Whale,7.6,2013,172,9
The Office,9,8,2012-11-29,The Target,7.8,2080,173,10
The Office,9,9,2012-12-06,Dwight Christmas,8.4,2390,174,11
The Office,9,10,2013-01-10,Lice,7.6,2095,175,12
The Office,9,11,2013-01-17,Suit Warehouse,7.8,2057,176,13
The Office,9,12,2013-01-24,Customer Loyalty,7.9,2127,177,14
The Office,9,13,2013-01-31,Junior Salesman,7.5,2010,178,15
The Office,9,14,2013-01-31,Vandalism,7.4,2000,179,16
The Office,9,15,2013-02-07,Couples Discount,7.3,2030,180,17
The Office,9,16,2013-02-14,Moving On,8.1,2236,181,18
The Office,9,17,2013-03-14,The Farm,7.5,2341,182,19
The Office,9,18,2013-04-04,Promos,8,2062,183,20
The Office,9,19,2013-04-11,Stairmageddon,8,2132,184,21
The Office,9,20,2013-04-25,Paper Airplane,8,2164,185,22
The Office,9,21,2013-05-02,Livin' the Dream,9,3088,186,23
The Office,9,22,2013-05-09,A.A.R.M.,9.5,4250,187,24
The Office,9,23,2013-05-16,Finale,9.8,11236,188,25
House of Cards,4,10,2016-03-04,Chapter 49,9.3,3917,49,1
House of Cards,4,11,2016-03-04,Chapter 50,8.4,2925,50,2
House of Cards,4,12,2016-03-04,Chapter 51,8.8,3049,51,3
House of Cards,4,13,2016-03-04,Chapter 52,9.5,5704,52,4
House of Cards,5,1,2017-05-30,Chapter 53,8.3,3187,53,5
House of Cards,5,2,2017-05-30,Chapter 54,8.1,2693,54,6
House of Cards,5,3,2017-05-30,Chapter 55,8.1,2590,55,7
House of Cards,5,4,2017-05-30,Chapter 56,8.7,2678,56,8
House of Cards,5,5,2017-05-30,Chapter 57,8,2476,57,9
House of Cards,5,6,2017-05-30,Chapter 58,7.9,2391,58,10
House of Cards,5,7,2017-05-30,Chapter 59,8.4,2407,59,11
House of Cards,5,8,2017-05-30,Chapter 60,8.1,2356,60,12
House of Cards,5,9,2017-05-30,Chapter 61,8,2336,61,13
House of Cards,5,10,2017-05-30,Chapter 62,8.4,2324,62,14
House of Cards,5,11,2017-05-30,Chapter 63,8.4,2327,63,15
House of Cards,5,12,2017-05-30,Chapter 64,9.1,3066,64,16
House of Cards,5,13,2017-05-30,Chapter 65,8.5,3058,65,17
House of Cards,6,1,2018-11-02,Chapter 66,4.2,5501,66,18
House of Cards,6,2,2018-11-02,Chapter 67,4.2,4474,67,19
House of Cards,6,3,2018-11-02,Chapter 68,4.2,4173,68,20
House of Cards,6,4,2018-11-02,Chapter 69,4.3,4019,69,21
House of Cards,6,5,2018-11-02,Chapter 70,4.4,4094,70,22
House of Cards,6,6,2018-11-02,Chapter 71,4.2,3959,71,23
House of Cards,6,7,2018-11-02,Chapter 72,3.9,3977,72,24
House of Cards,6,8,2018-11-02,Chapter 73,2.5,6540,73,25
Gravity Falls,1,16,2013-04-05,Carpet Diem,8.6,1360,16,1
Gravity Falls,1,17,2013-04-19,Boyz Crazy,7.5,1371,17,2
Gravity Falls,1,18,2013-06-28,Land Before Swine,8.5,1358,18,3
Gravity Falls,1,19,2013-07-12,Dreamscaperers,9.3,1552,19,4
Gravity Falls,1,20,2013-08-02,Gideon Rises,9.3,1552,20,5
Gravity Falls,2,1,2014-08-01,Scary-oke,8.9,1474,21,6
Gravity Falls,2,2,2014-08-04,Into the Bunker,9.3,1558,22,7
Gravity Falls,2,3,2014-08-11,The Golf War,8.2,1369,23,8
Gravity Falls,2,4,2014-09-08,Sock Opera,8.7,1417,24,9
Gravity Falls,2,5,2014-09-22,Soos and the Real Girl,8.7,1400,25,10
Gravity Falls,2,6,2014-10-04,Little Gift Shop of Horrors,8,1308,26,11
Gravity Falls,2,7,2014-10-27,Society of the Blind Eye,9.2,1471,27,12
Gravity Falls,2,8,2014-11-10,Blendin's Game,9,1381,28,13
Gravity Falls,2,9,2014-11-26,The Love God,7.8,1291,29,14
Gravity Falls,2,10,2015-02-16,Northwest Mansion Mystery,9.2,1600,30,15
Gravity Falls,2,11,2015-03-09,Not What He Seems,9.8,3436,31,16
Gravity Falls,2,12,2015-07-13,A Tale of Two Stans,9.6,1925,32,17
Gravity Falls,2,13,2015-08-03,"Dungeons, Dungeons, and More Dungeons",8.5,1286,33,18
Gravity Falls,2,14,2015-08-24,The Stanchurian Candidate,8.3,1238,34,19
Gravity Falls,2,15,2015-09-07,The Last Mabelcorn,9,1366,35,20
Gravity Falls,2,16,2015-09-21,Roadside Attraction,8.1,1264,36,21
Gravity Falls,2,17,2015-10-12,Dipper and Mabel vs. the Future,9.4,1477,37,22
Gravity Falls,2,18,2015-10-26,Weirdmageddon: Part 1,9.5,1720,38,23
Gravity Falls,2,19,2015-11-23,Weirdmageddon 2: Escape from Reality,9.3,1481,39,24
Gravity Falls,2,20,2016-02-15,Weirdmageddon 3: Take Back the Falls,9.8,2773,40,25
Friends,9,17,2003-03-13,The One with the Memorial Service,8.5,2910,211,1
Friends,9,18,2003-04-03,The One with the Lottery,8.6,2999,212,2
Friends,9,19,2003-04-17,The One with Rachel's Dream,8.1,2809,213,3
Friends,9,20,2003-04-24,The One with the Soap Opera Party,8.2,2812,214,4
Friends,9,21,2003-05-01,The One with the Fertility Test,8.2,2758,215,5
Friends,9,22,2003-05-08,The One with the Donor,7.8,2835,216,6
Friends,9,23,2003-05-15,The One in Barbados,8.5,2916,217,7
Friends,9,24,2003-05-15,The One in Barbados,8.7,3066,218,8
Friends,10,1,2003-09-25,The One After Joey and Rachel Kiss,8.5,3336,219,9
Friends,10,2,2003-10-02,The One Where Ross Is Fine,8.8,3621,220,10
Friends,10,3,2003-10-09,The One with Ross's Tan,8.8,3510,221,11
Friends,10,4,2003-10-23,The One with the Cake,8.3,3027,222,12
Friends,10,5,2003-10-30,The One Where Rachel's Sister Babysits,8.2,3017,223,13
Friends,10,6,2003-11-06,The One with Ross' Grant,8.2,3062,224,14
Friends,10,7,2003-11-13,The One with the Home Study,8.3,2914,225,15
Friends,10,8,2003-11-20,The One with the Late Thanksgiving,8.9,3547,226,16
Friends,10,9,2004-01-08,The One with the Birth Mother,8.6,3071,227,17
Friends,10,10,2004-01-15,The One Where Chandler Gets Caught,8,2944,228,18
Friends,10,11,2004-02-05,The One Where the Stripper Cries,9,3929,229,19
Friends,10,12,2004-02-12,The One with Phoebe's Wedding,8.9,3398,230,20
Friends,10,13,2004-02-19,The One Where Joey Speaks French,8.5,3266,231,21
Friends,10,14,2004-02-26,The One with Princess Consuela,8.6,3197,232,22
Friends,10,15,2004-04-22,The One Where Estelle Dies,8.5,2969,233,23
Friends,10,16,2004-04-29,The One with Rachel's Going Away Party,8.9,3375,234,24
Friends,10,17,2004-05-06,The Last One,9.7,11505,235,25
Firefly,1,1,2002-09-20,The Train Job,8.5,4251,1,1
Firefly,1,2,2002-09-27,Bushwhacked,8.5,3975,2,2
Firefly,1,3,2002-10-04,Our Mrs. Reynolds,9,4389,3,3
Firefly,1,4,2002-10-18,Jaynestown,8.8,4117,4,4
Firefly,1,5,2002-10-25,Out of Gas,9.4,5019,5,5
Firefly,1,6,2002-11-01,Shindig,8.5,3780,6,6
Firefly,1,7,2002-11-08,Safe,8.3,3648,7,7
Firefly,1,8,2002-11-15,Ariel,9.1,3936,8,8
Firefly,1,9,2002-12-06,War Stories,8.9,3783,9,9
Firefly,1,10,2002-12-13,Objects in Space,9.2,4382,10,10
Firefly,1,11,2003-09-08,Serenity,8.9,4443,11,11
Firefly,1,12,2003-08-04,Heart of Gold,8.5,3531,12,12
Firefly,1,13,2003-07-21,Trash,8.8,3744,13,13
Firefly,1,14,2003-07-28,The Message,8.5,3625,14,14
Avatar: The Last Airbender,2,17,2006-11-03,Lake Laogai,9.1,2361,38,1
Avatar: The Last Airbender,2,18,2006-11-17,The Earth King,8.6,2140,39,2
Avatar: The Last Airbender,2,19,2006-12-01,The Guru,9.1,2356,40,3
Avatar: The Last Airbender,2,20,2006-12-01,The Crossroads of Destiny,9.6,3287,41,4
Avatar: The Last Airbender,3,1,2007-09-21,The Awakening,8.7,2357,42,5
Avatar: The Last Airbender,3,2,2007-09-28,The Headband,8.4,2280,43,6
Avatar: The Last Airbender,3,3,2007-10-05,The Painted Lady,8,2241,44,7
Avatar: The Last Airbender,3,4,2007-10-12,Sokka's Master,8.8,2400,45,8
Avatar: The Last Airbender,3,5,2007-10-19,The Beach,8.5,2458,46,9
Avatar: The Last Airbender,3,6,2007-10-26,The Avatar and the Fire Lord,9.5,2906,47,10
Avatar: The Last Airbender,3,7,2007-11-02,The Runaway,8.2,2125,48,11
Avatar: The Last Airbender,3,8,2007-11-09,The Puppetmaster,9.1,2640,49,12
Avatar: The Last Airbender,3,9,2007-11-16,Nightmares and Daydreams,7.8,2285,50,13
Avatar: The Last Airbender,3,10,2007-11-30,"The Day of Black Sun, Part 1: The Invasion",9.1,2381,51,14
Avatar: The Last Airbender,3,11,2007-11-30,"The Day of Black Sun, Part 2: The Eclipse",9.4,2502,52,15
Avatar: The Last Airbender,3,12,2007-12-14,The Western Air Temple,8.9,2288,53,16
Avatar: The Last Airbender,3,13,2008-01-04,The Firebending Masters,9.2,2521,54,17
Avatar: The Last Airbender,3,14,2008-07-16,The Boiling Rock: Part 1,8.7,2238,55,18
Avatar: The Last Airbender,3,15,2008-07-16,"The Boiling Rock, Part 2",9.3,2408,56,19
Avatar: The Last Airbender,3,16,2008-07-17,The Southern Raiders,8.9,2344,57,20
Avatar: The Last Airbender,3,17,2008-07-18,The Ember Island Players,8.6,2512,58,21
Avatar: The Last Airbender,3,18,2008-07-19,"Sozin's Comet, Part 1: The Phoenix King",9.1,2674,59,22
Avatar: The Last Airbender,3,19,2008-07-19,"Sozin's Comet, Part 2: The Old Masters",9.5,2950,60,23
Avatar: The Last Airbender,3,20,2008-07-19,"Sozin's Comet, Part 3: Into the Inferno",9.8,3859,61,24
Avatar: The Last Airbender,3,21,2008-07-19,"Sozin's Comet, Part 4: Avatar Aang",9.9,5947,62,25
The Sopranos,5,10,2004-05-09,Cold Cuts,8.7,2485,62,1
The Sopranos,5,11,2004-05-16,The Test Dream,8.6,3195,63,2
The Sopranos,5,12,2004-05-23,Long Term Parking,9.6,3892,64,3
The Sopranos,5,13,2004-06-06,All Due Respect,9.2,2799,65,4
The Sopranos,6,1,2006-03-12,Members Only,9.2,2946,66,5
The Sopranos,6,2,2006-03-19,Join the Club,8.7,2795,67,6
The Sopranos,6,3,2006-03-26,Mayham,8.8,2620,68,7
The Sopranos,6,4,2006-04-02,The Fleshy Part of the Thigh,8.5,2463,69,8
The Sopranos,6,5,2006-04-09,Mr. & Mrs. John Sacrimoni Request,8.8,2557,70,9
The Sopranos,6,6,2006-04-16,Live Free or Die,8.6,2404,71,10
The Sopranos,6,7,2006-04-23,Luxury Lounge,8.3,2462,72,11
The Sopranos,6,8,2006-04-30,Johnny Cakes,8.4,2420,73,12
The Sopranos,6,9,2006-05-07,The Ride,8.4,2432,74,13
The Sopranos,6,10,2006-05-14,Moe n' Joe,8.2,2314,75,14
The Sopranos,6,11,2006-05-21,Cold Stones,8.7,2466,76,15
The Sopranos,6,12,2006-06-04,Kaisha,8.3,2468,77,16
The Sopranos,6,13,2007-04-08,Soprano Home Movies,9,2977,78,17
The Sopranos,6,14,2007-04-15,Stage 5,8.8,2665,79,18
The Sopranos,6,15,2007-04-22,Remember When,8.6,2548,80,19
The Sopranos,6,16,2007-04-29,Chasing It,8.1,2466,81,20
The Sopranos,6,17,2007-05-06,Walk Like a Man,8.8,2624,82,21
The Sopranos,6,18,2007-05-13,Kennedy and Heidi,9.1,3237,83,22
The Sopranos,6,19,2007-05-20,The Second Coming,9.3,2985,84,23
The Sopranos,6,20,2007-06-03,The Blue Comet,9.6,3839,85,24
The Sopranos,6,21,2007-06-10,Made in America,9.3,6311,86,25
The Wire,3,11,2004-12-12,Middle Ground,9.6,3947,36,1
The Wire,3,12,2004-12-19,Mission Accomplished,9.3,3143,37,2
The Wire,4,1,2006-09-10,Boys of Summer,8.5,2528,38,3
The Wire,4,2,2006-09-17,Soft Eyes,8.6,2392,39,4
The Wire,4,3,2006-09-24,Home Rooms,8.7,2416,40,5
The Wire,4,4,2006-10-01,Refugees,8.5,2342,41,6
The Wire,4,5,2006-10-08,Alliances,8.6,2357,42,7
The Wire,4,6,2006-10-15,Margin of Error,8.8,2431,43,8
The Wire,4,7,2006-10-29,Unto Others,8.6,2308,44,9
The Wire,4,8,2006-11-05,Corner Boys,8.6,2365,45,10
The Wire,4,9,2006-11-12,Know Your Place,8.6,2300,46,11
The Wire,4,10,2006-11-19,Misgivings,8.9,2460,47,12
The Wire,4,11,2006-11-26,A New Day,9,2534,48,13
The Wire,4,12,2006-12-03,That's Got His Own,9.3,2858,49,14
The Wire,4,13,2006-12-10,Final Grades,9.5,3555,50,15
The Wire,5,1,2008-01-06,More with Less,8.2,2375,51,16
The Wire,5,2,2008-01-13,Unconfirmed Reports,8.3,2265,52,17
The Wire,5,3,2008-01-20,Not for Attribution,8.6,2313,53,18
The Wire,5,4,2008-01-27,Transitions,8.9,2379,54,19
The Wire,5,5,2008-02-03,React Quotes,8.7,2286,55,20
The Wire,5,6,2008-02-10,The Dickensian Aspect,8.5,2225,56,21
The Wire,5,7,2008-02-17,Took,8.6,2265,57,22
The Wire,5,8,2008-02-24,Clarifications,8.9,2474,58,23
The Wire,5,9,2008-03-02,Late Editions,9.3,2790,59,24
The Wire,5,10,2008-03-09,-30-,9.6,3996,60,25
Game of Thrones,5,9,2015-06-07,The Dance of Dragons,9.5,38822,49,1
Game of Thrones,5,10,2015-06-14,Mother's Mercy,9.1,37629,50,2
Game of Thrones,6,1,2016-04-24,The Red Woman,8.5,36450,51,3
Game of Thrones,6,2,2016-05-01,Home,9.4,42834,52,4
Game of Thrones,6,3,2016-05-08,Oathbreaker,8.7,30651,53,5
Game of Thrones,6,4,2016-05-15,Book of the Stranger,9.1,32974,54,6
Game of Thrones,6,5,2016-05-22,The Door,9.7,64504,55,7
Game of Thrones,6,6,2016-05-29,Blood of My Blood,8.4,30458,56,8
Game of Thrones,6,7,2016-06-05,The Broken Man,8.6,29588,57,9
Game of Thrones,6,8,2016-06-12,No One,8.4,33647,58,10
Game of Thrones,6,9,2016-06-19,Battle of the Bastards,9.9,187288,59,11
Game of Thrones,6,10,2016-06-26,The Winds of Winter,9.9,130471,60,12
Game of Thrones,7,1,2017-07-16,Dragonstone,8.6,46930,61,13
Game of Thrones,7,2,2017-07-23,Stormborn,8.9,40542,62,14
Game of Thrones,7,3,2017-07-30,The Queen's Justice,9.2,42276,63,15
Game of Thrones,7,4,2017-08-06,The Spoils of War,9.8,80102,64,16
Game of Thrones,7,5,2017-08-13,Eastwatch,8.8,40321,65,17
Game of Thrones,7,6,2017-08-20,Beyond the Wall,9,58812,66,18
Game of Thrones,7,7,2017-08-27,The Dragon and the Wolf,9.4,58383,67,19
Game of Thrones,8,1,2019-04-14,Winterfell,7.5,123438,68,20
Game of Thrones,8,2,2019-04-21,A Knight of the Seven Kingdoms,7.8,121625,69,21
Game of Thrones,8,3,2019-04-28,The Long Night,7.5,202576,70,22
Game of Thrones,8,4,2019-05-05,The Last of the Starks,5.5,154678,71,23
Game of Thrones,8,5,2019-05-12,The Bells,6,180118,72,24
Game of Thrones,8,6,2019-05-19,The Iron Throne,4.1,224872,73,25
Breaking Bad,4,5,2011-08-14,Shotgun,8.7,12798,38,1
Breaking Bad,4,6,2011-08-21,Cornered,8.5,12966,39,2
Breaking Bad,4,7,2011-08-28,Problem Dog,8.9,13502,40,3
Breaking Bad,4,8,2011-09-04,Hermanos,9.3,15237,41,4
Breaking Bad,4,9,2011-09-11,Bug,8.9,13625,42,5
Breaking Bad,4,10,2011-09-18,Salud,9.6,19235,43,6
Breaking Bad,4,11,2011-09-25,Crawl Space,9.7,22226,44,7
Breaking Bad,4,12,2011-10-02,End Times,9.5,17249,45,8
Breaking Bad,4,13,2011-10-09,Face Off,9.9,41497,46,9
Breaking Bad,5,1,2012-07-15,Live Free or Die,9.3,19246,47,10
Breaking Bad,5,2,2012-07-22,Madrigal,8.9,16193,48,11
Breaking Bad,5,3,2012-07-29,Hazard Pay,8.9,15719,49,12
Breaking Bad,5,4,2012-08-05,Fifty-One,8.9,15831,50,13
Breaking Bad,5,5,2012-08-12,Dead Freight,9.7,23539,51,14
Breaking Bad,5,6,2012-08-19,Buyout,9.1,16201,52,15
Breaking Bad,5,7,2012-08-26,Say My Name,9.6,20814,53,16
Breaking Bad,5,8,2012-09-02,Gliding Over All,9.6,21472,54,17
Breaking Bad,5,9,2013-08-11,Blood Money,9.5,20884,55,18
Breaking Bad,5,10,2013-08-18,Buried,9.2,18127,56,19
Breaking Bad,5,11,2013-08-25,Confessions,9.6,22313,57,20
Breaking Bad,5,12,2013-09-01,Rabid Dog,9.2,18927,58,21
Breaking Bad,5,13,2013-09-08,To'hajiilee,9.8,31888,59,22
Breaking Bad,5,14,2013-09-15,Ozymandias,10,120306,60,23
Breaking Bad,5,15,2013-09-22,Granite State,9.7,32201,61,24
Breaking Bad,5,16,2013-09-29,Felina,9.9,85314,62,25
